iter	RMSE
361	0.1216343255
362	0.121480682
363	0.1205869603
364	0.120391192
365	0.1196332352
366	0.1194841051
367	0.1192220497
368	0.1187887869
369	0.1185681869
370	0.1184713579
371	0.1175787267
372	0.1168795643
373	0.115940423
374	0.1157918849
375	0.1151929757
376	0.1150582879
377	0.11456647
378	0.1140612614
379	0.1136027469
380	0.1131328417
381	0.1123900921
382	0.1116785299
383	0.1109177604
384	0.1107060362
385	0.1104540414
386	0.1099919611
387	0.1093440996
388	0.1089010839
389	0.1083750424
390	0.1078126655
391	0.1072974416
392	0.1070221557
393	0.1068390359
394	0.1064132524
395	0.105945879
396	0.1053286708
397	0.1049444552
398	0.1046076749
399	0.1039688605
400	0.1037516274
401	0.1036262185
402	0.1031848134
403	0.1029995075
404	0.1023490312
405	0.1018629192
406	0.1016794432
407	0.1015050575
408	0.1008237381
409	0.1006990895
410	0.1003016044
411	0.09965745338
412	0.09948498308
413	0.09909586471
414	0.09859968634
415	0.09812460484
416	0.09766954854
417	0.09757007422
418	0.09750314086
419	0.09691446313
420	0.09680521587
421	0.09664342162
422	0.09651037968
423	0.09642728303
424	0.09606517759
425	0.09599657051
426	0.09569689393
427	0.09513409578
428	0.09463140553
429	0.09393445847
430	0.0938018452
431	0.09318897102
432	0.09285979043
433	0.09265374099
434	0.09202115427
435	0.09150545845
436	0.09111398588
437	0.09074159401
438	0.09034140911
439	0.09001011988
440	0.08952441981
441	0.0894301771
442	0.08883114599
443	0.08875091963
444	0.0885415308
445	0.08820756622
446	0.0880881889
447	0.08771057528
448	0.08728045764
449	0.08688128043
450	0.08639125249
451	0.08634878812
452	0.08596642893
453	0.08590587482
454	0.08558567519
455	0.08528934697
456	0.08508010935
457	0.08502084999
458	0.0847892752
459	0.0843591537
460	0.08421477349
461	0.08395990528
462	0.08373395373
463	0.08361326636
464	0.08343771146
465	0.08299108679
466	0.08233524423
467	0.08190964447
468	0.0816360294
469	0.08115763116
470	0.08105983423
471	0.08096878055
472	0.08091151163
473	0.08071363174
474	0.08032098047
475	0.08023748308
476	0.07973966123
477	0.07937228683
478	0.07915021223
479	0.07905877888
480	0.07868602578
481	0.07812398511
482	0.07774790056
483	0.07767381696
484	0.07734617491
485	0.07691205409
486	0.0765406909
487	0.07635816218
488	0.07591403514
489	0.07553084445
490	0.07522255583
491	0.07478571889
492	0.07461517173
493	0.07454459913
494	0.07429190857
495	0.0742066603
496	0.07363937587
497	0.07357791783
498	0.07326038731
499	0.07288005553
500	0.07282480429
501	0.0727278175
502	0.07219059658
503	0.0719136427
504	0.07178367151
505	0.0712355976
506	0.07106472444
507	0.07082557748
508	0.07053489174
509	0.07019031994
510	0.06990140022
511	0.06970636952
512	0.06930722112
513	0.06917682974
514	0.06890163549
515	0.06837395647
516	0.0680613707
517	0.06798993502
518	0.06785715326
519	0.06762448552
520	0.06721636634
521	0.06700737207
522	0.06672621673
523	0.06623448773
524	0.06616814741
525	0.06596374564
526	0.06574336666
527	0.06567114093
528	0.06530551476
529	0.06523155696
530	0.06502341315
531	0.06493258666
532	0.06463774474
533	0.06456429441
534	0.06449024725
535	0.06418079514
536	0.06411821893
537	0.06404548498
538	0.06365685918
539	0.06345835634
540	0.06326725293
541	0.06292083821
542	0.06284624362
543	0.06256015628
544	0.06244182071
545	0.06236685737
546	0.06224790473
547	0.06209476288
548	0.06169940247
549	0.06164073447
550	0.06118978243
551	0.06113296036
552	0.06090274002
553	0.06058164504
554	0.06049463017
555	0.0604082123
556	0.06034784453
557	0.06027410311
558	0.05993642434
559	0.05978046619
560	0.0597320305
561	0.05967678202
562	0.05947637553
563	0.05936985713
564	0.05897528908
565	0.05882510033
566	0.05855233003
567	0.05843803903
568	0.0579943427
569	0.05767602933
570	0.05735887922
571	0.05709253738
572	0.05705129662
573	0.05681058687
574	0.05652531087
575	0.05621338781
576	0.05589556736
577	0.05556175272
578	0.05528059634
579	0.05500693308
580	0.05473420744
581	0.05449506556
582	0.05417587826
583	0.05407492206
584	0.05367999121
585	0.05360160621
586	0.0533022935
587	0.05325369662
588	0.05302349849
589	0.05281329988
590	0.05255969809
591	0.05234492008
592	0.05215467631
593	0.05206717861
594	0.0519071737
595	0.05156376945
596	0.05119894975
597	0.05114493308
598	0.05080997397
599	0.05051662325
600	0.05034938064
601	0.05020807261
602	0.04992183605
603	0.04982236408
604	0.04966471386
605	0.04936715912
606	0.04931629233
607	0.04903547913
608	0.04874145754
609	0.04859080725
610	0.0484210699
611	0.04835656787
612	0.04810996723
613	0.04790701875
614	0.04759955948
615	0.04736063023
616	0.04717502139
617	0.04693909839
618	0.04660333062
619	0.04640562937
620	0.0463512192
621	0.04624652668
622	0.04596128637
623	0.04564269554
624	0.04540384939
625	0.04510791441
626	0.0449047549
627	0.04470171601
628	0.04463850272
629	0.04435029803
630	0.04410425058
631	0.04397225073
632	0.04384382734
633	0.04367132558
634	0.04331508311
635	0.04310600071
636	0.04288851667
637	0.04276314115
638	0.04263326423
639	0.04259855168
640	0.04242620652
641	0.04224381244
642	0.04212711796
643	0.04200240913
644	0.04196078691
645	0.04190214232
646	0.04157800032
647	0.04147815494
648	0.04124305964
649	0.04112803393
650	0.04107643258
651	0.04104270789
652	0.04100992555
653	0.04091756351
654	0.0407696179
655	0.04057547537
656	0.04040891004
657	0.04025498682
658	0.04019707612
659	0.04003451835
660	0.03985938673
661	0.03968918875
662	0.03942396962
663	0.03924002637
664	0.03904638878
665	0.03888336678
666	0.03884720666
667	0.03877494309
668	0.0386894145
669	0.03849729207
670	0.03828316777
671	0.03802185234
672	0.03798679012
673	0.0378576708
674	0.03761177679
675	0.03755333741
676	0.03741456454
677	0.03724480451
678	0.03713353564
679	0.03692804129
680	0.03686144431
681	0.03664105043
682	0.03642032108
683	0.0363459644
684	0.03615860931
685	0.0360129206
686	0.03583934497
687	0.03581027831
688	0.03561462174
689	0.03545013359
690	0.03530492809
691	0.0352673803
692	0.03512595712
693	0.03497643041
694	0.03482356821
695	0.03456438053
696	0.03441444996
697	0.03426127799
698	0.0341445752
699	0.03392641971
700	0.03389808232
701	0.03386915702
702	0.0338299051
703	0.03367493853
704	0.03357837486
705	0.03345515297
706	0.03328725167
707	0.03314857017
708	0.03298391169
709	0.03295492049
710	0.03289060516
711	0.03274163573
712	0.03253487585
713	0.03242535791
714	0.03226127378
715	0.03212875163
716	0.03196987967
717	0.03194279014
718	0.03179557035
719	0.03176155818
720	0.03162694202
721	0.03144873199
722	0.031315849
723	0.0312809918
724	0.03115370516
725	0.03113062061
726	0.03094027479
727	0.03091474792
728	0.03072414598
729	0.03069641639
730	0.03067339083
731	0.03064967498
732	0.03062558651
733	0.03051277634
734	0.03048028917
735	0.03032336352
736	0.03025372233
737	0.03007333758
738	0.02994522375
739	0.0298959824
740	0.02980771496
741	0.02978371145
742	0.02965035096
743	0.02961506618
744	0.02957717848
745	0.02945007451
746	0.02942808061
747	0.02931984393
748	0.02929843876
749	0.02926367986
750	0.02915645289
751	0.0290287927
752	0.028989832
753	0.02885290403
754	0.02882222949
755	0.02879836575
756	0.02872122382
757	0.02853813918
758	0.02851380706
759	0.02842289582
760	0.02830256989
761	0.02819190803
762	0.02807995153
763	0.02789718187
764	0.02777997549
765	0.02764132939
766	0.02756806059
767	0.02746669832
768	0.02740513414
769	0.02734571147
770	0.0272634771
771	0.0270900709
772	0.02705926109
773	0.02703373607
774	0.02689232214
775	0.02683441637
776	0.02681199741
777	0.02675789657
778	0.0266348128
779	0.02651815824
780	0.02640099563
781	0.02637194169
782	0.02634328686
783	0.02632277547
784	0.02621172098
785	0.02619242459
786	0.02615997772
787	0.0260655491
788	0.02604628805
789	0.02601239177
790	0.02598385918
791	0.02591478701
792	0.02589617932
793	0.02586529927
794	0.02583550218
795	0.02580994183
796	0.02573988867
797	0.02558171951
798	0.02555735522
799	0.02553615845
800	0.02542372921
801	0.02533268321
802	0.02527693541
803	0.02515006816
804	0.02512068812
805	0.02496585656
806	0.02493718132
807	0.02477474513
808	0.02465674444
809	0.02450084931
810	0.02437075169
811	0.02432541008
812	0.02421549804
813	0.02419126148
814	0.02412185043
815	0.02396044267
816	0.02388625237
817	0.02385234014
818	0.02368633239
819	0.02362690009
820	0.02356397137
821	0.02349584378
822	0.02346928238
823	0.02344492096
824	0.02335161708
825	0.02330478633
826	0.02317678335
827	0.02305363328
828	0.0229352876
829	0.02289056343
830	0.02281406533
831	0.02279276401
832	0.02266039274
833	0.02263526355
834	0.02260210871
835	0.0224903662
836	0.02237380405
837	0.02219792
838	0.02207133808
839	0.0219497444
840	0.02185006373
841	0.02182011066
842	0.02172284303
843	0.02159960707
844	0.02157378851
845	0.02145644965
846	0.02137546905
847	0.02134771533
848	0.02120573318
849	0.02106669325
850	0.02094378811
851	0.02083938468
852	0.02076957059
853	0.02072079818
854	0.02061979494
855	0.02054078587
856	0.02042872019
857	0.02034520955
858	0.02028986019
859	0.02015111219
860	0.02011139527
861	0.019997901
862	0.01996032098
863	0.0198899295
864	0.0198136645
865	0.01977063442
866	0.01968724658
867	0.01963087793
868	0.01957843479
869	0.01945457372
870	0.01939447685
871	0.01936704561
872	0.01928411251
873	0.01921367488
874	0.01920080856
875	0.01917695011
876	0.01916392425
877	0.01912480772
878	0.0191010968
879	0.01908797328
880	0.01903455038
881	0.01902090993
882	0.01899555859
883	0.01893314533
884	0.01889954862
885	0.01881840559
886	0.0187719107
887	0.01872437294
888	0.01870457831
889	0.01859142312
890	0.01846816793
891	0.0183849612
892	0.01829465898
893	0.01818376434
894	0.01809576264
895	0.01798000578
896	0.01796548029
897	0.01788476556
898	0.01786531405
899	0.0177629835
900	0.01767947493
901	0.01756167291
902	0.01749603109
903	0.01742041313
904	0.01736209847
905	0.01734880087
906	0.01733056391
907	0.01724865624
908	0.01714748938
909	0.01709029981
910	0.01699682026
911	0.01697776545
912	0.01696862853
913	0.01694486213
914	0.01688601808
915	0.01679075394
916	0.01671440466
917	0.01667495295
918	0.01666253793
919	0.01658789328
920	0.01648756111
921	0.01647183532
922	0.01637513824
923	0.01629089901
924	0.01618102408
925	0.01613628506
926	0.01611272589
927	0.01607052811
928	0.01605275858
929	0.01602828457
930	0.01601163406
931	0.01595035873
932	0.01586197114
933	0.01575992265
934	0.01568498845
935	0.01559974063
936	0.01549536375
937	0.01542119014
938	0.01532303797
939	0.01527293406
940	0.01524712253
941	0.01514666502
942	0.01511002133
943	0.0150792121
944	0.01504549935
945	0.01499693307
946	0.01493430797
947	0.01492295625
948	0.01490334708
949	0.01488653342
950	0.01486997735
951	0.01481702918
952	0.0147681376
953	0.01473504898
954	0.01469584756
955	0.01463574495
956	0.01459836748
957	0.01454485802
958	0.01447557068
959	0.01438076653
960	0.01432794649
961	0.01431920858
962	0.01426517578
963	0.01425538157
964	0.01420078303
965	0.01419131031
966	0.01410816075
967	0.01403542858
968	0.01396437063
969	0.0138861356
970	0.01379714507
971	0.01373954177
972	0.01367521134
973	0.01365288174
974	0.01358739957
975	0.01356765337
976	0.01351866807
977	0.01345455619
978	0.01336908136
979	0.01333173102
980	0.01332303614
981	0.01331470207
982	0.01327998345
983	0.01326794546
984	0.01318344818
985	0.0131262845
986	0.01303608548
987	0.01297255172
988	0.01295453322
989	0.01293494252
990	0.01288907023
991	0.01283835485
992	0.01281038351
993	0.01274651565
994	0.01271041875
995	0.01263132895
996	0.01254982319
997	0.012517117
998	0.01250980934
999	0.01249600055
